Raw num:,Locality,Zip code,Kitchen,Type of property,Subtype of property,Price of property in euro,Type of Sale,Number of bedrooms,Living area,Terrace,Garden,Garden area,Surface of the land(or plot of land),Number of facades,Swimming pool,ID number,State of the building,URL
,Zaventem Sint-Stevens-Woluwe,1200,1,apartment,apartment,245000,isUnderOption,3,81,,,,,,1,10362622,good,https://www.immoweb.be/en/classified/apartment/for-sale/zaventem%20sint-stevens-woluwe/1200/10362622
,Grimbergen,1853,1,apartment,apartment,240000,isUnderOption,2,95,1,,,,2,,10544588,good,https://www.immoweb.be/en/classified/apartment/for-sale/grimbergen/1853/10544588
,Halle,1500,1,apartment,duplex,245000,,2,90,1,,,,2,,10522227,to be done up,https://www.immoweb.be/en/classified/duplex/for-sale/halle/1500/10522227
,Tintigny,6730,1,apartment,apartment,245000,isUnderOption,2,84,1,,,,,,10534004,as new,https://www.immoweb.be/en/classified/apartment/for-sale/tintigny/6730/10534004
,Schaerbeek,1030,1,apartment,apartment,248000,isUnderOption,2,78,1,,,,2,,10494042,good,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10494042
,Zaventem Sint-Stevens-Woluwe,1932,1,apartment,apartment,245000,isUnderOption,3,81,,,,,,1,10360792,good,https://www.immoweb.be/en/classified/apartment/for-sale/zaventem%20sint-stevens-woluwe/1932/10360792
,Balen,2490,1,apartment,apartment,245000,,2,,,,,,,,10487945,good,https://www.immoweb.be/en/classified/apartment/for-sale/balen/2490/10487945
,Roeselare,8800,1,apartment,apartment,248000,,2,130,1,,,,,,10579413,as new,https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/10579413
,Wavre,1300,1,apartment,apartment,245000,isUnderOption,1,79,1,,,,,,10631764,good,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10631764
,Oostakker,9041,1,apartment,apartment,245000,,2,73,,,,,,,10616165,as new,https://www.immoweb.be/en/classified/apartment/for-sale/oostakker/9041/10616165
,Ganshoren,1083,1,apartment,apartment,249000,,3,92,1,,,,,,10613556,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/10613556
,Roeselare,8800,1,apartment,apartment,247500,,2,98,,,,,,,10536428,as new,https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/10536428
,Anderlecht,1070,1,apartment,apartment,249000,,2,84,,,,,3,,10582441,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10582441
,Herentals,2200,1,house,villa,492500,,4,207,1,1,1230,1544,4,,10552302,good,https://www.immoweb.be/en/classified/villa/for-sale/herentals/2200/10552302
,Tubize,1480,1,apartment,apartment,249000,isUnderOption,2,84,1,,,,,,10107302,,https://www.immoweb.be/en/classified/apartment/for-sale/tubize/1480/10107302
,Dilbeek,1700,1,apartment,apartment,249000,isUnderOption,2,90,1,,,,,,10273837,good,https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1700/10273837
,Ottignies-Louvain-la-Neuve,1340,1,house,house,495000,,7,273,1,,,731,4,,10350483,to renovate,https://www.immoweb.be/en/classified/house/for-sale/ottignies-louvain-la-neuve/1340/10350483
,Bellecourt,7170,1,apartment,apartment,249000,isUnderOption,3,115,1,,,,3,,10487469,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bellecourt/7170/10487469
,Aalst,9300,1,apartment,penthouse,249000,isUnderOption,2,93,1,1,150,,,,10505036,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/aalst/9300/10505036
,Waterloo,1410,,house,house,495000,,6,561,,,,1598,4,,10627762,to renovate,https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/10627762
,Ichtegem,8480,1,house,house,495000,,4,179,1,,,25381,3,,10591451,good,https://www.immoweb.be/en/classified/house/for-sale/ichtegem/8480/10591451
,Oosterzele,9860,1,house,house,498000,,4,235,1,,,1658,4,,10573581,good,https://www.immoweb.be/en/classified/house/for-sale/oosterzele/9860/10573581
,Mechelen,2800,1,house,house,497000,,4,170,1,1,40,114,2,,10551690,as new,https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/10551690
,Zwijndrecht,2070,1,house,house,495000,,4,363,1,1,175,363,3,,10595084,as new,https://www.immoweb.be/en/classified/house/for-sale/zwijndrecht/2070/10595084
,Schuiferskapelle,8700,1,house,house,495000,isUnderOption,4,360,1,,,1235,3,,10616905,as new,https://www.immoweb.be/en/classified/house/for-sale/schuiferskapelle/8700/10616905
,Schilde,2970,1,house,house,495000,,6,217,1,,,534,3,,10617774,good,https://www.immoweb.be/en/classified/house/for-sale/schilde/2970/10617774
,Tervuren,3080,1,house,house,499000,isUnderOption,4,166,1,1,76,231,2,,10419507,good,https://www.immoweb.be/en/classified/house/for-sale/tervuren/3080/10419507
,Anderlecht,1070,1,house,apartment block,499000,isUnderOption,7,300,1,,,170,2,,10170183,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/10170183
,Blaasveld (Willebroek),2830,1,house,house,499000,,4,221,1,1,136,280,2,,10060996,as new,https://www.immoweb.be/en/classified/house/for-sale/blaasveld%20%28willebroek%29/2830/10060996
,Sint-Lievens-Houtem,9520,1,house,house,499000,isUnderOption,4,260,1,,,1356,4,,10586245,good,https://www.immoweb.be/en/classified/house/for-sale/sint-lievens-houtem/9520/10586245
,Wommelgem,2160,1,house,mixed use building,499000,,5,219,1,,,532,3,,10636723,good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wommelgem/2160/10636723
,Bruxelles,1120,1,house,house,505000,isUnderOption,4,188,1,1,50,178,3,,10499965,as new,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1120/10499965
,Herve,4650,1,house,exceptional property,499000,,8,298,1,1,1970,1970,3,,10563346,to be done up,https://www.immoweb.be/en/classified/exceptional-property/for-sale/herve/4650/10563346
,Scherpenheuvel-Zichem,3271,1,house,house,499000,,2,144,1,1,614,714,4,,10480626,as new,https://www.immoweb.be/en/classified/house/for-sale/scherpenheuvel-zichem/3271/10480626
,Wezembeek-Oppem,1970,1,house,villa,515000,isUnderOption,3,141,1,1,300,660,4,,10241745,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/wezembeek-oppem/1970/10241745
,Nijlen,2560,1,house,villa,505000,isUnderOption,4,163,1,1,200,601,4,,10515440,as new,https://www.immoweb.be/en/classified/villa/for-sale/nijlen/2560/10515440
,Kruibeke,9150,1,house,exceptional property,499500,,5,279,1,1,260,419,3,,10491302,good,https://www.immoweb.be/en/classified/exceptional-property/for-sale/kruibeke/9150/10491302
,Waregem,8790,1,house,house,515000,,3,228,1,1,186,318,3,,10612439,as new,https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/10612439
,Londerzeel,1840,1,house,house,519000,isUnderOption,4,183,1,1,700,1000,4,,10619627,as new,https://www.immoweb.be/en/classified/house/for-sale/londerzeel/1840/10619627
,Bredene,8450,1,house,house,519000,,3,178,1,1,165,392,3,,10597962,as new,https://www.immoweb.be/en/classified/house/for-sale/bredene/8450/10597962
,Gent,9000,1,house,villa,516000,,4,240,1,,,655,,,10634868,good,https://www.immoweb.be/en/classified/villa/for-sale/gent/9000/10634868
,Ninove Meerbeke,9402,1,house,villa,519000,isUnderOption,4,329,1,,,1933,4,,10598296,good,https://www.immoweb.be/en/classified/villa/for-sale/ninove%20meerbeke/9402/10598296
,Ternat Sint-Katherina-Lombeek,1742,1,house,house,520000,isUnderOption,3,244,1,1,600,984,4,,10629737,as new,https://www.immoweb.be/en/classified/house/for-sale/ternat%20sint-katherina-lombeek/1742/10629737
,Londerzeel,1840,1,house,house,525000,isUnderOption,3,172,1,1,775,945,4,,10605814,as new,https://www.immoweb.be/en/classified/house/for-sale/londerzeel/1840/10605814
,Halanzy,6792,1,house,house,520000,,3,197,1,,,2580,4,,10594974,good,https://www.immoweb.be/en/classified/house/for-sale/halanzy/6792/10594974
,Namur,5000,,apartment,apartment,250000,isUnderOption,2,154,,,,,,,10520339,good,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10520339
,Ternat,1740,1,house,house,520000,isUnderOption,3,244,1,1,600,984,4,,10629736,as new,https://www.immoweb.be/en/classified/house/for-sale/ternat/1740/10629736
,WAUTHIER-BRAINE,1440,1,house,villa,529000,,4,175,1,1,700,900,4,,10571788,good,https://www.immoweb.be/en/classified/villa/for-sale/wauthier-braine/1440/10571788
,Ittre,1460,0,apartment,duplex,250000,,3,175,1,,,,2,,10636842,good,https://www.immoweb.be/en/classified/duplex/for-sale/ittre/1460/10636842
,Woluwe-Saint-Lambert,1200,1,apartment,apartment,250000,isUnderOption,1,55,1,,,,2,,10599172,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10599172
,Dilbeek,1701,1,apartment,apartment,250000,,2,85,1,,,,,,10391932,good,https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1701/10391932
,Edegem,2650,1,apartment,apartment,249500,,2,81,1,,,,3,,10618088,as new,https://www.immoweb.be/en/classified/apartment/for-sale/edegem/2650/10618088
,Gent,9000,1,apartment,apartment,250000,isPublicSale,2,97,,,,,,,10567788,good,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10567788
,BRUXELLES,1000,1,apartment,apartment,260000,,1,55,1,,,,,,10167620,as new,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10167620
,Hemiksem,2620,1,apartment,apartment,258000,isUnderOption,3,110,1,,,,1,,10546368,as new,https://www.immoweb.be/en/classified/apartment/for-sale/hemiksem/2620/10546368
,Gent,9000,1,apartment,apartment,259000,,2,84,1,,,,,,10632741,as new,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/10632741
,De Haan,8420,1,apartment,apartment,264000,,2,78,1,,,,,,10632609,as new,https://www.immoweb.be/en/classified/apartment/for-sale/de%20haan/8420/10632609
,Wilrijk,2610,1,apartment,apartment,259000,,2,79,,,,,2,,10552123,good,https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/10552123
,Bruxelles,1000,,apartment,apartment,269000,,1,70,,,,,2,,10365020,good,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10365020
,Grimbergen Strombeek-Bever,1853,1,apartment,apartment,269000,isUnderOption,3,100,1,,,,,,10491306,as new,https://www.immoweb.be/en/classified/apartment/for-sale/grimbergen%20strombeek-bever/1853/10491306
,Ixelles,1050,1,apartment,apartment,270000,,1,50,,,,,3,,10512397,as new,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10512397
,Sint-Jans-Molenbeek,1080,1,apartment,apartment,265000,,2,87,1,,,,,,10359906,good,https://www.immoweb.be/en/classified/apartment/for-sale/sint-jans-molenbeek/1080/10359906
,Antwerp,2020,1,apartment,ground floor,275000,isUnderOption,2,105,,1,70,,2,,10496031,just renovated,https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerp/2020/10496031
,Woluwe-Saint-Pierre,1150,1,apartment,apartment,270000,isUnderOption,2,87,1,,,,,,10509238,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/10509238
,Ardooie,8850,1,apartment,ground floor,269000,,3,137,1,,,,,,10058426,as new,https://www.immoweb.be/en/classified/ground-floor/for-sale/ardooie/8850/10058426
,Dilbeek,1700,0,apartment,apartment,260000,,2,108,1,,,,3,,10619547,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1700/10619547
,Berchem-Sainte-Agathe,1082,1,apartment,apartment,270000,isUnderOption,3,100,1,1,50,,3,,10504292,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/10504292
,Arlon,6700,1,apartment,apartment,275000,isUnderOption,2,95,,,,,,,10547278,good,https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/10547278
,Aubange,6790,1,apartment,apartment,275000,,2,100,,1,130,,,,10611748,,https://www.immoweb.be/en/classified/apartment/for-sale/aubange/6790/10611748
,Antwerpen,2140,1,apartment,apartment,272000,isUnderOption,3,,1,,,,,,10488286,as new,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2140/10488286
,Sint-Idesbald,8670,1,apartment,apartment,275000,isUnderOption,1,40,1,,,,,,10383512,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/sint-idesbald/8670/10383512
,Jette,1090,0,apartment,apartment,280000,,2,118,,,,,2,,10557754,good,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/10557754
,Ostende,8400,1,apartment,apartment,280000,,2,104,1,,,,,,10509116,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/ostende/8400/10509116
,Denderleeuw,9470,1,apartment,duplex,275000,,2,110,1,,,,2,,10557268,as new,https://www.immoweb.be/en/classified/duplex/for-sale/denderleeuw/9470/10557268
,Uccle,1180,,apartment,apartment,280000,,2,89,1,,,,,,10454083,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10454083
,Brussels City,1000,1,apartment,apartment,285000,,1,64,1,,,,,,10397997,good,https://www.immoweb.be/en/classified/apartment/for-sale/brussels%20city/1000/10397997
,MOLENBEEK-SAINT-JEAN,1080,1,apartment,apartment,285000,,2,96,1,,,,2,,10502128,good,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/10502128
,Hannut Grand-Hallet,4280,1,house,house,539000,,5,222,1,1,832,933,4,,10557173,as new,https://www.immoweb.be/en/classified/house/for-sale/hannut%20grand-hallet/4280/10557173
,Wavre,1300,1,house,villa,535000,,6,255,,,,815,4,,10580285,good,https://www.immoweb.be/en/classified/villa/for-sale/wavre/1300/10580285
,Schaerbeek,1030,1,house,house,530000,,4,270,1,,,170,2,,10279052,as new,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10279052
,Wambeek,1741,1,house,house,549000,,3,180,1,,,0,3,,10632136,just renovated,https://www.immoweb.be/en/classified/house/for-sale/wambeek/1741/10632136
,Ham,3945,1,house,villa,549000,,5,351,,,,0,4,,10491553,good,https://www.immoweb.be/en/classified/villa/for-sale/ham/3945/10491553
,Putte,2580,1,house,house,549000,isUnderOption,4,187,1,1,60,225,3,,10543701,as new,https://www.immoweb.be/en/classified/house/for-sale/putte/2580/10543701
,Evere,1140,1,house,house,549000,isUnderOption,2,102,1,1,699,815,3,,10612443,to be done up,https://www.immoweb.be/en/classified/house/for-sale/evere/1140/10612443
,Liège,4020,0,house,house,549000,,3,260,1,,,0,2,,10571165,good,https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge/4020/10571165
,Hannut,4280,1,house,mixed use building,549000,,5,420,1,1,723,916,4,,10609435,good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/hannut/4280/10609435
,VARSENARE,8490,1,house,villa,549000,,8,379,1,,,872,4,,10625943,good,https://www.immoweb.be/en/classified/villa/for-sale/varsenare/8490/10625943
,Liège,4020,0,house,apartment block,549000,,3,260,1,,,0,2,,10571164,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/li%C3%A8ge/4020/10571164
,Sint-Lievens-Houtem,9520,1,house,villa,550000,,5,247,1,,,5094,4,,10516408,to be done up,https://www.immoweb.be/en/classified/villa/for-sale/sint-lievens-houtem/9520/10516408
,Woluwe-Saint-Pierre,1150,1,house,house,550000,,3,144,1,,,0,2,,10519068,as new,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10519068
,COURT-SAINT-ETIENNE,1490,1,house,house,550000,,4,184,,,,2170,4,,9866430,to be done up,https://www.immoweb.be/en/classified/house/for-sale/court-saint-etienne/1490/9866430
,MARBAIS,1495,1,house,villa,560000,,3,370,,,,1970,3,,10601155,good,https://www.immoweb.be/en/classified/villa/for-sale/marbais/1495/10601155
,Beyne-Heusay Queue-du-Bois,4610,1,house,apartment block,559000,,6,300,1,,,370,2,,10636514,just renovated,https://www.immoweb.be/en/classified/apartment-block/for-sale/beyne-heusay%20queue-du-bois/4610/10636514
,MARBAIS,1495,1,house,country cottage,560000,,3,370,,,,1970,3,,10601154,good,https://www.immoweb.be/en/classified/country-cottage/for-sale/marbais/1495/10601154
,Brye,6222,1,house,villa,560000,,3,370,,,,1970,3,,10584086,good,https://www.immoweb.be/en/classified/villa/for-sale/brye/6222/10584086
,Brye,6222,1,house,country cottage,560000,,3,370,,,,1970,3,,10584084,good,https://www.immoweb.be/en/classified/country-cottage/for-sale/brye/6222/10584084
,Gent,9000,,house,house,585000,,5,329,,,,390,2,,10624318,to renovate,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10624318
,Kortemark,8610,1,house,villa,585000,,6,408,1,1,600,1531,4,,10621191,good,https://www.immoweb.be/en/classified/villa/for-sale/kortemark/8610/10621191
,Temse,9140,1,house,house,575000,,4,225,1,,,347,3,1,10522086,as new,https://www.immoweb.be/en/classified/house/for-sale/temse/9140/10522086
,Ganshoren,1083,1,house,town house,595000,isUnderOption,3,180,1,1,170,239,2,,10500395,as new,https://www.immoweb.be/en/classified/town-house/for-sale/ganshoren/1083/10500395
,Brugge,8000,,house,mansion,595000,,8,379,,,,293,,,10594395,to renovate,https://www.immoweb.be/en/classified/mansion/for-sale/brugge/8000/10594395
,Leuven,3010,1,house,house,575000,,3,163,1,1,80,288,3,,10610407,good,https://www.immoweb.be/en/classified/house/for-sale/leuven/3010/10610407
,Kapelle-op-den-Bos,1880,1,house,house,595000,,3,325,1,,,671,2,,10598639,good,https://www.immoweb.be/en/classified/house/for-sale/kapelle-op-den-bos/1880/10598639
,Ottignies-Louvain-la-Neuve,1340,1,apartment,apartment,285000,,2,103,1,,,,2,,10385839,good,https://www.immoweb.be/en/classified/apartment/for-sale/ottignies-louvain-la-neuve/1340/10385839
,Schaerbeek,1030,1,house,apartment block,595000,,4,270,,1,245,330,2,,10011344,to renovate,https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/10011344
,Wépion,5100,1,house,house,590000,isUnderOption,4,310,1,1,1450,1620,4,1,10565738,as new,https://www.immoweb.be/en/classified/house/for-sale/w%C3%A9pion/5100/10565738
,Antwerpen,2050,1,apartment,apartment,285000,,1,82,1,,,,2,,10623980,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2050/10623980
,Koekelberg,1081,1,house,apartment block,595000,,5,250,1,1,200,264,2,,10550939,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/koekelberg/1081/10550939
,Arlon,6700,1,apartment,apartment,285000,,2,120,,,,,4,,10449843,good,https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/10449843
,Liege,4000,1,apartment,penthouse,285000,,2,78,1,,,,2,,10565940,good,https://www.immoweb.be/en/classified/penthouse/for-sale/liege/4000/10565940
,Uccle,1180,1,apartment,apartment,290000,,2,77,1,,,,2,,10614311,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10614311
,Sint-Idesbald,8670,1,apartment,apartment,285000,,2,71,1,,,,,,10616610,good,https://www.immoweb.be/en/classified/apartment/for-sale/sint-idesbald/8670/10616610
,Leuven Heverlee,3001,1,apartment,apartment,290000,,3,101,1,,,,2,,10526346,good,https://www.immoweb.be/en/classified/apartment/for-sale/leuven%20heverlee/3001/10526346
,Schilde,2970,1,apartment,apartment,295000,isUnderOption,3,97,,,,,,,10447840,as new,https://www.immoweb.be/en/classified/apartment/for-sale/schilde/2970/10447840
,Etterbeek,1040,1,apartment,ground floor,295000,,2,90,,,,,,,10557464,to renovate,https://www.immoweb.be/en/classified/ground-floor/for-sale/etterbeek/1040/10557464
